3385.0020676433728,958169.87722114834,978.86152096256615,1620.2408365202846,2544.9343522483177,3306.9083011722582,4193.7080343275629,5396.1540685931213,3775.9132320728368
4689.3443049348334,147261.67307458795,383.74688672950555,3487.5357913638181,4416.5592475841431,4736.8422577647125,4967.6503779996174,5402.8548945065149,1915.3191031426968
3633.5354184225807,666166.65833772067,816.19033217609274,2479.4864788308191,2860.3335116081735,3482.7221533736979,4378.6353038281786,5086.8888849484847,2607.4024061176656
3778.8675835729691,738776.67090448446,859.52118700150982,1620.297109709627,3165.676177109025,3753.7364221544331,4543.99604849961,5389.3872814166889,3769.0901717070619
3753.5539722865901,364260.25811767287,603.53977343475287,2027.615759882307,3290.078273447396,3631.0441471384843,4186.6949458340441,5411.1403120412569,3383.52455215895
4626.2604290500285,188416.024076106,434.06914665304879,1976.556293423756,4485.1721406791276,4708.0854432351316,4880.1168131101258,5279.6686776767601,3303.1123842530042
4880.0586948337204,64140.620451791154,253.25998588760751,3652.0751689858384,4735.1668371113956,4924.8027917511827,5067.912216281974,5265.6733667782746,1613.5981977924362
3351.5590205395265,405472.97051731934,636.76759537316229,1622.5577366925154,2984.1793717657492,3406.6844552031171,3681.7607579152691,5421.1132670282668,3798.5555303357514
4027.4264045618711,333616.24008839211,577.59522166339991,1911.15682696165,3657.7895578029784,3913.8029736200356,4475.1806201095496,5421.1132670282668,3509.9564400666168
3897.2568919526066,595258.9936303409,771.53029339769989,1714.2590403548588,3364.5155720154617,4048.4409608382166,4505.3750030983065,5371.4153521641583,3657.1563118092995
2520.6306828721122,767392.66875178844,876.00951407606783,1620.2393834201748,1761.1375245939498,2340.513873560888,2896.9805648382744,5318.7309149411822,3698.4915315210073
3193.9033085898345,512179.50758377108,715.66717654491538,1640.3699274552419,2700.0150685508306,3031.7087148360351,3553.6736503400007,5388.1048111781793,3747.7348837229374
2678.6901444985751,454192.12345423363,673.93777417075648,1620.3084756217368,2334.7114785627282,2433.3934730509363,2643.6659325372307,5399.2199835637884,3778.9115079420517
3620.3558793960888,572634.90692733624,756.7264412767247,2431.468535189505,2974.476815792641,3342.9379005555479,4249.737317936736,5426.1548734282551,2994.6863382387501
3372.1549295187433,682563.89241734054,826.17425063804819,1671.5700020853128,2700.2474788191048,3157.8021468328006,4100.8845548467198,5411.6956406704385,3740.1256385851257
3612.5186088190735,588985.13925160177,767.45367238133781,1937.0674003329905,2990.8786794691805,3527.3913326751699,4258.8950781812719,5414.2164655355127,3477.1490652025223
3253.460251189701,564096.50208176929,751.06358058540513,1620.2408365202846,2678.3594487124051,3227.830814775014,3839.8112605963156,5407.8328548463805,3787.592018326096
4879.821453987257,52562.170526002905,229.26441181745349,3932.4175042368042,4729.7183634140856,4891.4147721385716,5049.9111172532594,5421.1132670282668,1488.6957627914626
4075.0563356527905,381173.37299288431,617.3923979066185,1634.6847761862646,3590.1255608057327,4064.1153962769231,4512.8678054682414,5421.1132670282668,3786.4284908420022
